Record,DateTime,90,RainV,V1,V2,TkBB1K,TkBB2K,TCabK,Tirt0K,Tirt1K,T5K,T6K,T7K,Vdist,12V,8V,5V,3.3V,2.5V,5V,2.5VR,PresTK,PresV,PresrefV,Presmb,TambK,Rh,TirtK,TECV0,TEC0,Tant0K,Tknd0K,Tif0K,TCase0K,RCV08V,Vnd0on,Vnd0off,TECV1,TEC1,Tant1K,Tknd1K,Tif1K,TCase1K,RCV18V,Vnd1on,Vnd1off,R44,EWTilt,NSTilt,R47
  113,07/07/2018 00:04:36,91,   0.17271,   0.00115,   0.00121, 309.67200, 309.56900,   0.00300, 305.63800, 302.49500,   0.00100,   0.00200,   0.00300,  24.33073,  12.07589,   8.04283,   4.99403,   3.28044,   2.47984,  -4.66557,   2.50184, 311.41000,   1.74621,   2.49640,1010.70000, 297.63800,  69.30000, 247.71000,  -2.67426,  -4.66800, 323.05400, 323.10000, 326.04600, 310.46800,   8.13407,   9.37395,   2.33520,  -2.04228,  -2.41900, 322.51600, 323.15600, 326.23800, 310.35100,   8.02221,   9.89989,   2.43080, 270.00000,  -0.16230,   0.13763,9999.99000
  129,07/07/2018 00:08:05,91,   0.17703,   0.00131,   0.00038, 309.58700, 309.49100,   0.01000, 305.49000, 302.36200,   0.00100,   0.00500,   0.00100,  24.33229,  12.07543,   8.04276,   4.99493,   3.28038,   2.47985,  -4.66773,   2.50173, 311.28600,   1.74639,   2.49636,1010.74000, 298.01700,  68.72200, 247.15000,  -2.35897,  -3.50800, 323.06900, 323.14800, 326.06600, 310.40200,   8.13245,   9.37359,   2.31970,  -1.68315,  -1.39600, 322.53200, 323.15500, 326.21800, 310.31500,   8.01934,   9.89776,   2.41808, 270.00000,  -0.17287,   0.23280,9999.99000
  151,07/07/2018 00:13:12,91,   0.16002,   0.00103,   0.00015, 309.51800, 309.42500,   0.00000, 305.58000, 302.63400,   0.00000,   0.00100,   0.00000,  24.32816,  12.07523,   8.04245,   4.99451,   3.28028,   2.47969,  -4.66746,   2.50173, 311.14300,   1.74651,   2.49628,1010.75000, 298.15700,  68.21000, 247.05000,  -2.75151,  -5.12300, 323.04700, 323.14200, 326.02500, 310.50100,   8.13253,   9.37459,   2.31919,  -2.28755,  -3.48800, 322.52800, 323.14200, 326.20800, 310.36400,   8.02211,   9.90221,   2.42882, 270.00000,  -0.23632,   0.26453,9999.99000
  173,07/07/2018 00:18:11,91,   0.15788,   0.00167,   0.00000, 309.49300, 309.40400,   0.00100, 305.54700, 302.46300,   0.00200,   0.00200,   0.00000,  24.33024,  12.07555,   8.04286,   4.99469,   3.28041,   2.47982,  -4.66643,   2.50179, 311.10800,   1.74620,   2.49641,1010.69000, 298.15700,  70.30400, 244.88000,  -2.42175,  -3.67600, 323.02900, 323.12700, 325.97900, 310.46800,   8.13463,   9.37443,   2.32398,  -2.32355,  -3.39700, 322.49700, 323.14500, 326.18900, 310.37300,   8.02052,   9.90111,   2.43360, 270.00000,  -0.23632,   0.23280,9999.99000
  195,07/07/2018 00:23:08,91,   0.17619,   0.00112,   0.00114, 309.47000, 309.38000,   0.02500, 305.64300, 303.31500,   0.00200,   0.00200,   0.00400,  24.33058,  12.07558,   8.04300,   4.99512,   3.28047,   2.47985,  -4.66688,   2.50186, 311.07300,   1.74522,   2.49640,1010.54000, 298.74700,  66.41700, 245.13000,  -2.91854,  -5.91600, 323.03400, 323.14500, 326.00900, 310.51600,   8.13220,   9.37451,   2.25158,  -2.07408,  -2.63600, 322.49000, 323.15900, 326.22500, 310.39000,   8.02018,   9.90179,   2.42857, 270.00000,  -0.22575,   0.11648,9999.99000
  217,07/07/2018 00:28:02,91,   0.17693,   0.00114,   0.00034, 309.47500, 309.38400,   0.00200, 305.80600, 303.61000,   0.00200,   0.00200,   0.00200,  24.33020,  12.07564,   8.04294,   4.99435,   3.28043,   2.47982,  -4.66768,   2.50187, 311.09300,   1.74565,   2.49636,1010.61000, 298.93100,  64.57400, 246.20000,  -2.23426,  -3.20000, 323.02000, 323.13000, 326.01500, 310.53600,   8.13396,   9.37283,   2.32012,  -1.99716,  -2.44000, 322.40200, 323.10700, 326.21100, 310.47700,   8.02136,   9.89885,   2.42865, 270.00000,  -0.22575,   0.24338,9999.99000
  239,07/07/2018 00:32:57,91,   0.17756,   0.00124,   0.00067, 309.51100, 309.41700,   0.00300, 305.98500, 303.99300,   0.00100,   0.00100,   0.00300,  24.33162,  12.07596,   8.04320,   4.99520,   3.28053,   2.47992,  -4.66633,   2.50190, 311.16700,   1.74610,   2.49644,1010.67000, 299.41900,  63.91400, 249.59000,  -2.53407,  -4.33900, 323.09400, 323.15600, 326.00800, 310.71000,   8.13287,   9.37342,   2.32096,  -1.19398,  -2.51300, 322.51900, 323.16600, 326.23000, 310.66600,   8.02203,   9.89851,   2.41522, 270.00000,  -0.24690,   0.23280,9999.99000
  261,07/07/2018 00:37:52,91,   0.16387,   0.00102,   0.00185, 309.55500, 309.46600,   0.00400, 305.97300, 303.44800,   0.00500,   0.00200,   0.00200,  24.33070,  12.07579,   8.04310,   4.99509,   3.28052,   2.47985,  -4.66607,   2.50187, 311.23700,   1.74640,   2.49639,1010.73000, 298.84500,  67.52300, 256.26000,  -2.68037,  -4.82900, 323.04400, 323.15600, 326.03100, 310.74200,   8.13253,   9.37518,   2.32163,  -2.16108,  -3.16300, 322.48700, 323.12300, 326.23500, 310.67800,   8.01901,   9.89952,   2.43377, 270.00000,  -0.25747,   0.25395,9999.99000
  283,07/07/2018 00:42:47,91,   0.17631,   0.00101,   0.00188, 309.60200, 309.51200,   0.00400, 306.12600, 304.13300,   0.00500,   0.01000,   0.02400,  24.33162,  12.07568,   8.04295,   4.99520,   3.28050,   2.47991,  -4.66707,   2.50183, 311.30300,   1.74625,   2.49637,1010.71000, 299.37600,  63.86300, 249.08000,  -1.83424,  -1.77800, 323.06100, 323.13400, 326.03400, 310.84800,   8.13329,   9.37426,   2.32498,  -1.71656,  -1.43000, 322.45200, 323.19100, 326.21600, 310.80800,   8.01934,   9.90120,   2.42622, 270.00000,  -0.28920,   0.23280,9999.99000
  305,07/07/2018 00:47:41,91,   0.15999,   0.00159,   0.00013, 309.67600, 309.57800,   0.01200, 306.19000, 303.89300,   0.00800,   0.00800,   0.00700,  24.33133,  12.07573,   8.04310,   4.99452,   3.28047,   2.47988,  -4.66606,   2.50183, 311.39600,   1.74643,   2.49642,1010.73000, 299.30600,  65.71800, 246.12000,  -1.96672,  -2.14200, 323.06900, 323.16100, 326.00400, 310.88700,   8.13161,   9.37459,   2.32331,  -2.36187,  -3.77500, 322.51400, 323.14500, 326.20000, 310.89300,   8.02169,   9.89977,   2.42731, 270.00000,  -0.24690,   0.24338,9999.99000
  327,07/07/2018 00:52:37,91,   0.17167,   0.00116,   0.00216, 309.75400, 309.66200,   0.00600, 306.35100, 304.39400,   0.00400,   0.00600,   0.01400,  24.33079,  12.07571,   8.04327,   4.99519,   3.28060,   2.47993,  -4.66566,   2.50188, 311.49600,   1.74648,   2.49642,1010.74000, 299.72800,  64.36300, 246.09000,  -2.74201,  -5.17000, 323.06400, 323.10800, 326.02500, 311.00400,   8.13186,   9.37418,   2.31399,  -2.03115,  -2.37300, 322.51100, 323.16100, 326.23500, 310.90800,   8.02060,   9.91622,   2.42865, 270.00000,  -0.24690,   0.21165,9999.99000
  349,07/07/2018 00:57:32,91,   0.17593,   0.00131,   0.00083, 309.85300, 309.75300,   0.00300, 306.51700, 304.48600,   0.00000,   0.00100,   0.00100,  24.32915,  12.07573,   8.04305,   4.99533,   3.28050,   2.47991,  -4.66561,   2.50187, 311.60800,   1.74611,   2.49649,1010.69000, 299.67300,  63.21800, 245.22000,  -2.24809,  -3.53300, 323.06100, 323.17200, 326.03600, 311.10100,   8.13178,   9.37359,   2.32532,  -2.38694,  -4.02500, 322.44800, 323.14300, 326.18600, 311.09700,   8.02102,   9.89918,   2.41472, 270.00000,  -0.31035,   0.23280,9999.99000
  371,07/07/2018 01:02:26,91,   0.17730,   0.00098,   0.00130, 309.93900, 309.84000,   0.00100, 306.57800, 304.43000,   0.00000,   0.00100,   0.00100,  24.32820,  12.07529,   8.04265,   4.99455,   3.28045,   2.47976,  -4.66568,   2.50181, 311.72500,   1.74669,   2.49641,1010.77000, 299.88000,  64.96800, 245.82000,  -2.29618,  -3.62900, 323.06400, 323.16100, 325.99800, 311.16200,   8.13094,   9.37418,   2.31651,  -1.34321,  -0.74700, 322.51600, 323.13400, 326.20500, 311.19800,   8.02085,   9.90019,   2.42639, 270.00000,  -0.29977,   0.24338,9999.99000
  393,07/07/2018 01:07:21,91,   0.17323,   0.00127,   0.00183, 310.01300, 309.91300,   0.00600, 306.53400, 304.19400,   0.00500,   0.00500,   0.00500,  24.33014,  12.07520,   8.04282,   4.99446,   3.28045,   2.47979,  -4.66635,   2.50176, 311.79500,   1.74599,   2.49637,1010.67000, 299.79800,  65.46800, 245.57000,  -1.69945,  -1.46300, 323.05100, 323.12400, 326.03600, 311.22700,   8.13237,   9.39120,   2.31861,  -1.75344,  -1.51200, 322.47000, 323.11300, 326.22900, 311.19200,   8.02094,   9.90078,   2.42689, 270.00000,  -0.23632,   0.29625,9999.99000
  415,07/07/2018 01:12:15,91,   0.17291,   0.00083,   0.00132, 310.08300, 309.98700,   0.00300, 306.63300, 304.67300,   0.00400,   0.00200,   0.00300,  24.32808,  12.07550,   8.04300,   4.99496,   3.28047,   2.47987,  -4.66530,   2.50184, 311.84300,   1.74659,   2.49641,1010.76000, 300.00900,  64.42900, 246.34000,  -1.91401,  -2.20800, 323.08300, 323.16100, 326.05800, 311.23300,   8.13119,   9.37376,   2.24353,  -1.53536,  -1.44800, 322.53800, 323.16600, 326.24400, 311.22700,   8.02161,   9.90086,   2.43847, 270.00000,  -0.26805,   0.25395,9999.99000
  437,07/07/2018 01:17:10,91,   0.16218,   0.00160,   0.00000, 310.14500, 310.05000,   0.00100, 306.75600, 304.97100,   0.00100,   0.00100,   0.00200,  24.32864,  12.07522,   8.04264,   4.99511,   3.28041,   2.47979,  -4.66635,   2.50173, 311.88300,   1.74667,   2.49634,1010.78000, 300.23200,  64.51900, 245.53000,  -1.55257,  -0.94600, 323.06400, 323.16200, 326.01100, 311.36000,   8.13245,   9.39162,   2.31458,  -1.98390,  -0.72500, 322.53500, 323.13400, 326.20200, 311.33900,   8.02169,   9.89843,   2.42639, 270.00000,  -0.27862,   0.24338,9999.99000
  459,07/07/2018 01:22:06,91,   0.17689,   0.00135,   0.00027, 310.23200, 310.13000,   0.00100, 306.85800, 304.79600,   0.00400,   0.00100,   0.00200,  24.32844,  12.07537,   8.04272,   4.99530,   3.28051,   2.47978,  -4.66604,   2.50183, 311.97600,   1.74714,   2.49640,1010.84000, 299.95000,  63.62500, 245.75000,  -2.12857,  -1.48900, 323.05500, 323.17200, 326.06400, 311.45500,   8.13312,   9.37459,   2.24755,  -2.03374,  -2.75400, 322.53900, 323.15500, 326.22500, 311.43100,   8.01968,   9.90019,   2.41111, 270.00000,  -0.23632,   0.26453,9999.99000
  481,07/07/2018 01:27:00,91,   0.15770,   0.00185,   0.00002, 310.29000, 310.19200,   0.00200, 306.88900, 304.71200,   0.00100,   0.00000,   0.00400,  24.32488,  12.07473,   8.04228,   4.99434,   3.28028,   2.47971,  -4.66676,   2.50164, 312.03500,   1.74740,   2.49628,1010.90000, 300.02100,  64.41400, 245.68000,  -1.90105,  -2.03700, 323.08900, 323.14000, 325.98100, 311.51800,   8.13253,   9.37518,   2.31181,  -2.02798,  -2.76600, 322.54600, 323.15900, 326.25900, 311.46100,   8.02102,   9.89868,   2.42815, 270.00000,  -0.32092,   0.17993,9999.99000
  503,07/07/2018 01:31:56,91,   0.15903,   0.00109,   0.00181, 310.38700, 310.28000,   0.00300, 306.98400, 304.74200,   0.00300,   0.00200,   0.00300,  24.32590,  12.07531,   8.04282,   4.99513,   3.28057,   2.47996,  -4.66610,   2.50183, 312.14300,   1.74759,   2.49643,1010.91000, 300.07900,  63.45300, 245.43000,  -1.74956,  -1.64200, 323.07500, 323.12700, 326.03000, 311.53700,   8.13262,   9.37443,   2.31844,  -2.09510,  -2.95700, 322.51300, 323.13600, 326.21000, 311.53100,   8.01993,   9.89944,   2.42865, 270.00000,  -0.18345,   0.17993,9999.99000
  525,07/07/2018 01:36:50,91,   0.17155,   0.00091,   0.00200, 310.45200, 310.34800,   0.00100, 306.96900, 304.49700,   0.00100,   0.00000,   0.00100,  24.32794,  12.07511,   8.04260,   4.99523,   3.28055,   2.47977,  -4.66680,   2.50178, 312.21300,   1.74816,   2.49645,1011.00000, 299.77100,  65.19100, 245.16000,  -2.23801,  -3.36000, 323.08300, 323.19200, 326.02700, 311.51500,   8.13253,   9.37493,   2.32221,  -1.99802,  -2.62700, 322.46400, 323.16700, 326.20600, 311.58100,   8.02119,   9.89818,   2.42773, 270.00000,  -0.27862,   0.25395,9999.99000
  547,07/07/2018 01:41:47,91,   0.16839,   0.00152,   0.00000, 310.47200, 310.36600,   0.00400, 306.61000, 303.10500,   0.02600,   0.00600,   0.00200,  24.32644,  12.07458,   8.04214,   4.99454,   3.28028,   2.47958,  -4.66684,   2.50159, 312.20200,   1.74751,   2.49626,1010.92000, 299.11000,  66.46800, 245.34000,  -1.99954,  -2.55200, 323.02500, 323.10400, 326.04400, 311.46400,   8.13262,   9.37468,   2.31416,  -1.92226,  -2.31900, 322.50600, 323.15600, 326.21400, 311.48500,   8.02094,   9.89952,   2.42999, 270.00000,  -0.27862,   0.24338,9999.99000
  569,07/07/2018 01:46:41,91,   0.17584,   0.00114,   0.00083, 310.50000, 310.39200,   0.00400, 306.61200, 303.74300,   0.00500,   0.00300,   0.00200,  24.32707,  12.07543,   8.04282,   4.99538,   3.28051,   2.47984,  -4.66595,   2.50178, 312.23300,   1.74734,   2.49641,1010.88000, 299.58700,  66.85100, 245.55000,  -1.96153,  -2.51900, 323.07700, 323.13000, 325.98100, 311.41000,   8.13253,   9.37392,   2.31525,  -1.98016,  -2.63900, 322.49000, 323.14800, 326.21600, 311.42600,   8.02161,   9.90103,   2.42823, 270.00000,  -0.21517,   0.24338,9999.99000
  591,07/07/2018 01:51:36,91,   0.16547,   0.00098,   0.00212, 310.50900, 310.40500,   0.00100, 306.78400, 304.38000,   0.00500,   0.00000,   0.00000,  24.32511,  12.07465,   8.04237,   4.99467,   3.28037,   2.47973,  -4.66694,   2.50164, 312.24200,   1.74739,   2.49633,1010.89000, 299.79800,  65.56200, 244.75000,  -1.88953,  -2.07000, 323.08100, 323.16400, 326.03300, 311.34400,   8.13170,   9.37392,   2.31492,  -0.10992,   0.62700, 322.52800, 323.15600, 326.21100, 311.47000,   8.02043,   9.89843,   2.42874, 270.00000,  -0.36322,   0.12705,9999.99000
  613,07/07/2018 01:56:30,91,   0.16087,   0.00152,   0.00017, 310.54000, 310.43300,   0.00200, 306.90700, 304.77500,   0.00200,   0.00200,   0.00200,  24.32604,  12.07505,   8.04259,   4.99481,   3.28042,   2.47984,  -4.66646,   2.50170, 312.25100,   1.74784,   2.49634,1010.96000, 300.02100,  62.69100, 246.57000,  -2.32614,  -3.69900, 323.05900, 323.14800, 326.04100, 311.52300,   8.13270,   9.37543,   2.32440,  -1.79550,  -1.88400, 322.47500, 323.11200, 326.15400, 311.50500,   8.02069,   9.90036,   2.42722, 270.00000,  -0.28920,   0.25395,9999.99000
  635,07/07/2018 02:01:24,91,   0.17643,   0.00133,   0.00111, 310.58200, 310.47900,   0.00300, 307.11700, 304.97600,   0.00300,   0.00100,   0.00300,  24.32649,  12.07527,   8.04279,   4.99526,   3.28059,   2.47984,  -4.66630,   2.50179, 312.30900,   1.74764,   2.49638,1010.92000, 300.15000,  61.98000, 246.00000,  -2.18530,  -3.30800, 323.11600, 323.17800, 326.00600, 311.57200,   8.13304,   9.37367,   2.24806,  -1.90094,  -2.30900, 322.50900, 323.15800, 326.21400, 311.68900,   8.02127,   9.90086,   2.42521, 270.00000,  -0.22575,   0.21165,9999.99000
  657,07/07/2018 02:06:19,91,   0.15757,   0.00151,   0.00169, 310.64600, 310.53700,   0.00400, 307.21000, 305.20600,   0.00500,   0.00400,   0.00500,  24.32573,  12.07537,   8.04272,   4.99469,   3.28052,   2.47986,  -4.66690,   2.50178, 312.36100,   1.74791,   2.49643,1010.96000, 300.17700,  62.44100, 245.90000,  -1.76079,  -1.77200, 323.08900, 323.18600, 326.05200, 311.67900,   8.13102,   9.37401,   2.24504,  -1.08019,  -0.56700, 322.48900, 323.12300, 326.20800, 311.73000,   8.01951,   9.89927,   2.42857, 270.00000,  -0.28920,   0.22223,9999.99000
  679,07/07/2018 02:11:14,91,   0.15862,   0.00162,   0.00060, 310.72000, 310.61300,   0.00400, 307.36600, 305.68900,   0.00400,   0.00200,   0.00200,  24.32545,  12.07560,   8.04281,   4.99553,   3.28059,   2.47990,  -4.66556,   2.50184, 312.41700,   1.74798,   2.49647,1010.97000, 300.61000,  63.70300, 246.53000,  -2.00415,  -2.49700, 323.08800, 323.17000, 326.03900, 311.84700,   8.13329,   9.37342,   2.33597,  -1.90411,  -2.26400, 322.44800, 323.14500, 326.21600, 311.87700,   8.02102,   9.90128,   2.42597, 270.00000,  -0.26805,   0.23280,9999.99000
  701,07/07/2018 02:16:10,91,   0.16223,   0.00362,   0.00065, 310.80200, 310.69700,   0.00400, 307.58600, 306.12800,   0.00400,   0.00300,   0.00400,  24.32576,  12.07530,   8.04278,   4.99541,   3.28062,   2.47988,  -4.66631,   2.50177, 312.52300,   1.74774,   2.49642,1010.96000, 300.65300,  62.23000, 246.56000,  -2.24233,  -3.60500, 323.09100, 323.13400, 326.06100, 311.95900,   8.13337,   9.37501,   2.32599,  -1.00298,  -2.33700, 322.47800, 323.15500, 326.22700, 312.01400,   8.02119,   9.90011,   2.42781, 270.00000,  -0.33150,   0.29625,9999.99000
  723,07/07/2018 02:21:04,91,   0.16271,   0.00129,   0.00143, 310.90800, 310.80200,   0.00200, 307.70200, 305.77400,   0.00000,   0.00100,   0.00100,  24.32373,  12.07510,   8.04232,   4.99477,   3.28051,   2.47976,  -4.66655,   2.50176, 312.66600,   1.74725,   2.49638,1010.87000, 300.66500,  65.10100, 245.89000,  -2.04706,  -2.87700, 323.07500, 323.16400, 326.04100, 312.16600,   8.13212,   9.37459,   2.24588,  -0.99491,  -0.28700, 322.50100, 323.15000, 326.20800, 312.16600,   8.02194,   9.89994,   2.42823, 270.00000,  -0.23632,   0.12705,9999.99000
  745,07/07/2018 02:25:59,91,   0.16767,   0.00115,   0.00001, 311.02500, 310.91700,   0.00200, 307.72800, 305.69400,   0.00000,   0.00100,   0.00200,  24.32767,  12.07540,   8.04267,   4.99559,   3.28072,   2.48003,  -4.66608,   2.50178, 312.80100,   1.74741,   2.49648,1010.88000, 300.58300,  62.87500, 246.11000,  -1.91228,  -2.33700, 323.10000, 323.16500, 326.01200, 312.14100,   8.13220,   9.37267,   2.24067,  -1.88452,  -2.36700, 322.57700, 323.15900, 326.22100, 312.22500,   8.02169,   9.90053,   2.41623, 270.00000,  -0.25747,   0.26453,9999.99000
  767,07/07/2018 02:30:54,91,   0.16140,   0.00151,   0.00175, 311.10500, 311.00000,   0.00200, 307.75800, 305.70300,   0.00800,   0.02400,   0.00000,  24.32605,  12.07491,   8.04250,   4.99525,   3.28057,   2.47982,  -4.66661,   2.50170, 312.87300,   1.74799,   2.49638,1010.98000, 300.47000,  61.09700, 246.57000,  -1.93331,  -2.55900, 323.06300, 323.14300, 326.02700, 312.25100,   8.13203,   9.37451,   2.31970,  -2.07926,  -3.17900, 322.48400, 323.12300, 326.22100, 312.26300,   8.02211,   9.91504,   2.42605, 270.00000,  -0.29977,   0.21165,9999.99000
  789,07/07/2018 02:35:49,91,   0.16483,   0.00146,   0.00031, 311.19300, 311.08800,   0.00400, 307.86200, 305.90600,   0.00200,   0.00300,   0.00500,  24.32475,  12.07519,   8.04260,   4.99513,   3.28059,   2.47992,  -4.66648,   2.50176, 312.94900,   1.74734,   2.49642,1010.88000, 300.55600,  62.53100, 247.10000,  -1.84431,  -2.22400, 323.14000, 323.13000, 326.01100, 312.33800,   8.13270,   9.37468,   2.24370,  -1.62380,  -1.65200, 322.51300, 323.12000, 326.19700, 312.29000,   8.02136,   9.89944,   2.42756, 270.00000,  -0.27862,   0.27510,9999.99000
  811,07/07/2018 02:40:45,91,   0.17427,   0.00102,   0.00010, 311.27800, 311.15900,   0.00300, 307.92600, 305.79000,   0.00200,   0.00900,   0.00200,  24.32558,  12.07464,   8.04226,   4.99524,   3.28046,   2.47981,  -4.66683,   2.50168, 313.02300,   1.74753,   2.49632,1010.92000, 300.70800,  65.87800, 245.95000,  -1.87686,  -2.60300, 323.08000, 323.15600, 326.05800, 312.31600,   8.13128,   9.39146,   2.30678,  -1.19686,  -0.65200, 322.48400, 323.13900, 326.21100, 312.42200,   8.02052,   9.89969,   2.43058, 270.00000,  -0.28920,   0.23280,9999.99000
  833,07/07/2018 02:45:40,91,   0.17717,   0.00139,   0.00095, 311.38700, 311.27200,   0.00500, 307.98900, 305.72900,   0.00100,   0.00500,   0.00000,  24.32486,  12.07581,   8.04298,   4.99515,   3.28069,   2.47998,  -4.66611,   2.50188, 313.14500,   1.74740,   2.49658,1010.87000, 300.55600,  64.19100, 246.68000,  -2.05772,  -3.21500, 323.11500, 323.14300, 326.07400, 312.41400,   8.13363,   9.37384,   2.32767,  -1.55034,  -1.59200, 322.50800, 323.15000, 326.22900, 312.50500,   8.02329,   9.89969,   2.42563, 270.00000,  -0.25747,   0.17993,9999.99000
  855,07/07/2018 02:50:34,91,   0.17730,   0.00134,   0.00135, 311.44000, 311.32400,   0.00600, 307.95000, 305.80400,   0.00400,   0.00600,   0.00600,  24.32517,  12.07529,   8.04259,   4.99570,   3.28065,   2.47983,  -4.66632,   2.50181, 313.15700,   1.74671,   2.49644,1010.78000, 300.72400,  64.86300, 246.55000,  -1.90451,  -2.52900, 323.11000, 323.13800, 326.03600, 312.38100,   8.13295,   9.37418,   2.31013,  -1.70706,  -1.91700, 322.51700, 323.18800, 326.26200, 312.43700,   8.02102,   9.90002,   2.42857, 270.00000,  -0.37380,   0.25395,9999.99000
  877,07/07/2018 02:55:28,91,   0.16520,   0.00139,   0.00000, 311.47600, 311.36600,   0.00100, 308.02800, 306.03200,   0.00300,   0.00300,   0.00100,  24.32570,  12.07486,   8.04240,   4.99504,   3.28060,   2.47984,  -4.66616,   2.50171, 313.18300,   1.74729,   2.49639,1010.88000, 300.70800,  62.83500, 246.26000,  -1.43075,  -1.22100, 323.11500, 323.15900, 326.06800, 312.46800,   8.13220,   9.37225,   2.31139,  -1.72549,  -2.17200, 322.47800, 323.17200, 326.20000, 312.49800,   8.02102,   9.90070,   2.42932, 270.00000,  -0.29977,   0.24338,9999.99000
  899,07/07/2018 03:00:23,91,   0.15829,   0.00109,   0.00193, 311.55400, 311.43700,   0.00000, 308.15800, 306.09100,   0.00000,   0.00000,   0.00000,  24.32258,  12.07537,   8.04253,   4.99570,   3.28067,   2.47980,  -4.66623,   2.50173, 313.26100,   1.74661,   2.49650,1010.76000, 300.82100,  65.00700, 246.25000,  -2.04822,  -3.00200, 323.14600, 323.13700, 326.04100, 312.54500,   8.13245,   9.37401,   2.31441,  -1.48178,  -1.78500, 322.50300, 323.12300, 326.21800, 312.64900,   8.02110,   9.90187,   2.42848, 270.00000,  -0.29977,   0.21165,9999.99000
  921,07/07/2018 03:05:17,91,   0.17679,   0.00137,   0.00131, 311.62200, 311.51800,   0.00200, 308.28500, 306.55900,   0.00200,   0.00300,   0.00100,  24.32360,  12.07527,   8.04236,   4.99568,   3.28063,   2.47981,  -4.66611,   2.50173, 313.33900,   1.74677,   2.49642,1010.80000, 300.89200,  62.50300, 246.24000,  -1.88722,  -2.68800, 323.15700, 323.19400, 326.01400, 312.61800,   8.13111,   9.39322,   2.30586,  -1.23950,  -0.84600, 322.52700, 323.12900, 326.18600, 312.70200,   8.02060,   9.89801,   2.42446, 270.00000,  -0.29977,   0.25395,9999.99000
  943,07/07/2018 03:10:12,91,   0.17036,   0.00113,   0.00000, 311.71500, 311.59400,   0.00100, 308.45500, 306.75500,   0.00000,   0.00000,   0.00000,  24.32392,  12.07496,   8.04232,   4.99544,   3.28061,   2.47973,  -4.66625,   2.50172, 313.44800,   1.74716,   2.49645,1010.85000, 301.04400,  62.39800, 246.52000,  -1.47827,  -1.05600, 323.09600, 323.15600, 326.04400, 312.73800,   8.13102,   9.37476,   2.31047,  -1.40572,  -1.05000, 322.47900, 323.11000, 326.20000, 312.91600,   8.02102,   9.89835,   2.42815, 270.00000,  -0.35265,   0.24338,9999.99000
  965,07/07/2018 03:15:07,91,   0.17743,   0.00126,   0.00108, 311.82000, 311.70000,   0.00700, 308.54300, 306.52200,   0.00200,   0.00100,   0.00000,  24.32137,  12.07504,   8.04239,   4.99579,   3.28060,   2.47979,  -4.66674,   2.50169, 313.59100,   1.74689,   2.49638,1010.82000, 301.15700,  65.27300, 246.89000,  -1.93244,  -2.94300, 323.10200, 323.13400, 326.01400, 312.85500,   8.13262,   9.37300,   2.23916,  -1.73327,  -2.06700, 322.55700, 323.15800, 326.19200, 312.95400,   8.02060,   9.89893,   2.41178, 270.00000,  -0.27862,   0.26453,9999.99000
  987,07/07/2018 03:20:06,91,   0.16766,   0.00141,   0.00125, 311.94500, 311.82400,   0.00500, 308.72300, 306.84600,   0.00500,   0.00300,   0.00500,  24.32234,  12.07560,   8.04281,   4.99576,   3.28077,   2.47994,  -4.66618,   2.50178, 313.77100,   1.74653,   2.49645,1010.76000, 301.39600,  65.62800, 247.01000,  -0.99357,  -0.19800, 323.13000, 323.13400, 326.00600, 313.00500,   8.13547,   9.37208,   2.30846,  -0.23956,   0.29700, 322.52400, 323.11200, 326.20500, 313.14700,   8.02253,   9.89977,   2.42622, 270.00000,  -0.29977,   0.24338,9999.99000
 1009,07/07/2018 03:25:01,91,   0.17744,   0.00127,   0.00077, 312.07300, 311.95000,   0.00200, 308.73200, 306.37200,   0.00100,   0.00000,   0.00700,  24.32232,  12.07537,   8.04256,   4.99610,   3.28086,   2.47986,  -4.66596,   2.50182, 313.92500,   1.74671,   2.49656,1010.77000, 301.00100,  66.03500, 246.67000,  -1.93446,  -2.75200, 323.13500, 323.20000, 326.01400, 313.00900,   8.13119,   9.37602,   2.31181,  -0.89149,  -0.34200, 322.53300, 323.16200, 326.23500, 313.23500,   8.02085,   9.89986,   2.42597, 270.00000,  -0.33150,   0.17993,9999.99000
 1031,07/07/2018 03:29:55,91,   0.16955,   0.00131,   0.00189, 312.16800, 312.04400,   0.00300, 308.84400, 307.04300,   0.00500,   0.00100,   0.00100,  24.32329,  12.07507,   8.04254,   4.99527,   3.28077,   2.47992,  -4.66623,   2.50179, 314.01500,   1.74663,   2.49648,1010.69000, 301.25500,  62.83500, 246.47000,  -1.98543,  -3.11100, 323.13400, 323.13800, 326.03600, 313.13300,   8.13170,   9.37585,   2.32247,  -1.86608,  -2.66600, 322.56000, 323.14700, 326.20000, 313.30200,   8.02077,   9.89902,   2.43134, 270.00000,  -0.31035,   0.24338,9999.99000
 1053,07/07/2018 03:34:48,91,   0.17273,   0.00115,   0.00061, 312.27600, 312.15200,   0.00500, 308.96200, 307.09000,   0.00300,   0.00100,   0.00300,  24.32068,  12.07508,   8.04263,   4.99547,   3.28071,   2.47984,  -4.66653,   2.50173, 314.11200,   1.74619,   2.49645,1010.71000, 301.21200,  63.49200, 247.57000,  -1.96268,  -3.04200, 323.14300, 323.14900, 326.03600, 313.24100,   8.13329,   9.37367,   2.23816,  -0.88976,  -0.30400, 322.52000, 323.11000, 326.23600, 313.44200,   8.01993,   9.89994,   2.42823, 270.00000,  -0.31035,   0.25395,9999.99000
