Record,DateTime,90,RainV,V1,V2,TkBB1K,TkBB2K,TCabK,Tirt0K,Tirt1K,T5K,T6K,T7K,Vdist,12V,8V,5V,3.3V,2.5V,5V,2.5VR,PresTK,PresV,PresrefV,Presmb,TambK,Rh,TirtK,TECV0,TEC0,Tant0K,Tknd0K,Tif0K,TCase0K,RCV08V,Vnd0on,Vnd0off,TECV1,TEC1,Tant1K,Tknd1K,Tif1K,TCase1K,RCV18V,Vnd1on,Vnd1off,R44,EWTilt,NSTilt,R47
 2989,07/07/2018 10:48:35,91,   0.39046,   0.00240,   0.00060, 311.33500, 311.21200,   0.00600, 306.42400, 302.60300,   0.00300,   0.00400,   0.00900,  24.32082,  12.07631,   8.04282,   4.99565,   3.28063,   2.48015,  -4.67433,   2.50189, 312.80100,   1.74790,   2.49649,1010.96000, 297.58300,  88.35100, 288.71000,  -2.47532,  -4.25300, 323.04000, 323.12600, 326.07100, 311.40600,   8.13094,   9.37409,   2.31760,  -1.80327,  -1.85400, 322.48700, 323.15600, 326.21800, 311.45300,   8.02278,   9.90204,   2.41313, 270.00000,  -0.17287,   0.27510,9999.99000
 3011,07/07/2018 10:53:30,91,   0.39145,   0.00184,   0.00073, 311.24900, 311.16000,   0.00200, 306.31900, 302.42000,   0.00200,   0.00100,   0.00100,  24.32117,  12.07521,   8.04318,   4.99525,   3.28080,   2.47976,  -4.67437,   2.50184, 312.76300,   1.74836,   2.49656,1011.02000, 297.54000,  86.09700, 288.74000,  -2.13058,  -3.22800, 323.05000, 323.15700, 326.00300, 311.27300,   8.13295,   9.37267,   2.31911,  -1.93551,  -2.36600, 322.48900, 323.18300, 326.22900, 311.38000,   8.02144,   9.89952,   2.43050, 270.00000,  -0.22575,   0.26453,9999.99000
 3033,07/07/2018 10:58:25,91,   0.37795,   0.00186,   0.00104, 311.19500, 311.05900,   0.00200, 306.20000, 302.32700,   0.00300,   0.00800,   0.00200,  24.32195,  12.07580,   8.04290,   4.99552,   3.28045,   2.47991,  -4.67413,   2.50180, 312.66100,   1.74835,   2.49636,1011.04000, 297.45800,  88.85100, 288.55000,  -2.09718,  -2.81700, 323.06700, 323.14900, 326.01400, 311.13500,   8.13228,   9.37459,   2.31903,  -1.90756,  -2.45500, 322.48200, 323.14300, 326.23000, 311.27800,   8.01943,   9.89868,   2.43008, 270.00000,  -0.20460,   0.25395,9999.99000
 3055,07/07/2018 11:03:20,91,   0.38882,   0.00152,   0.00076, 311.10400, 310.96800,   0.00900, 306.16000, 302.35600,   0.01300,   0.03200,   0.01000,  24.31964,  12.07451,   8.04250,   4.99506,   3.28047,   2.47981,  -4.67527,   2.50172, 312.57800,   1.74925,   2.49628,1011.18000, 297.38800,  88.39000, 288.83000,  -2.03266,  -2.38000, 323.03100, 323.15900, 326.03100, 311.10100,   8.13178,   9.37267,   2.31676,  -2.30973,  -3.81100, 322.41800, 323.13100, 326.23600, 311.18700,   8.02035,   9.90061,   2.42773, 270.00000,  -0.18345,   0.25395,9999.99000
 3077,07/07/2018 11:08:13,91,   0.38824,   0.00191,   0.00071, 311.03200, 310.94100,   0.00500, 306.14800, 302.32300,   0.00500,   0.00300,   0.00300,  24.32029,  12.07531,   8.04305,   4.99532,   3.28062,   2.47976,  -4.67480,   2.50183, 312.56100,   1.74951,   2.49651,1011.20000, 297.32900,  89.44500, 288.82000,  -2.52169,  -4.34700, 323.04700, 323.15400, 326.04900, 311.07400,   8.13295,   9.37443,   2.32213,  -2.46644,  -4.34400, 322.42400, 323.16600, 326.20300, 311.16000,   8.02144,   9.90011,   2.41405, 270.00000,  -0.21517,   0.27510,9999.99000
 3099,07/07/2018 11:13:08,91,   0.39115,   0.00227,   0.00068, 310.98800, 310.89800,   0.00300, 306.15200, 302.35000,   0.00000,   0.00100,   0.00300,  24.32299,  12.07563,   8.04306,   4.99550,   3.28066,   2.47985,  -4.67417,   2.50184, 312.53700,   1.74958,   2.49658,1011.20000, 297.38800,  91.55400, 288.78000,  -2.27775,  -3.38000, 323.09700, 323.16400, 326.04700, 311.07400,   8.13354,   9.39263,   2.31651,  -1.90958,  -2.11700, 322.47600, 323.14700, 326.21900, 311.18400,   8.02010,   9.89944,   2.42899, 270.00000,  -0.19402,   0.25395,9999.99000
 3121,07/07/2018 11:18:02,91,   0.38909,   0.00240,   0.00064, 310.94100, 310.84100,   0.00200, 306.09800, 302.25300,   0.00100,   0.00100,   0.00100,  24.31956,  12.07551,   8.04243,   4.99504,   3.28047,   2.47981,  -4.67511,   2.50177, 312.48400,   1.74963,   2.49639,1011.23000, 297.25900,  88.28500, 288.87000,  -2.47560,  -4.22800, 323.08100, 323.13500, 326.05300, 311.08000,   8.13203,   9.37443,   2.32381,  -1.40053,  -1.00600, 322.53900, 323.14300, 326.20000, 311.16500,   8.01993,   9.89558,   2.43268, 270.00000,  -0.20460,   0.27510,9999.99000
 3143,07/07/2018 11:22:57,91,   0.37394,   0.00101,   0.00110, 310.89700, 310.77000,   0.00200, 306.00100, 302.16100,   0.00200,   0.00200,   0.00200,  24.32020,  12.07535,   8.04229,   4.99473,   3.28030,   2.47990,  -4.67439,   2.50170, 312.43500,   1.74997,   2.49620,1011.30000, 297.27500,  89.03100, 288.75000,  -1.83567,  -1.67300, 323.07000, 323.15400, 326.02800, 310.93000,   8.13379,   9.37501,   2.32070,  -2.00004,  -2.60900, 322.51300, 323.18500, 326.20300, 311.09300,   8.02186,   9.90053,   2.43209, 270.00000,  -0.20460,   0.23280,9999.99000
 3165,07/07/2018 11:27:51,91,   0.38179,   0.00237,   0.00064, 310.85000, 310.73400,   0.00500, 305.96600, 302.12900,   0.00300,   0.00300,   0.00800,  24.32073,  12.07554,   8.04250,   4.99496,   3.28036,   2.47985,  -4.67400,   2.50177, 312.38300,   1.75112,   2.49629,1011.47000, 297.23200,  88.95700, 287.81000,  -1.96729,  -1.99400, 323.06100, 323.18100, 326.00300, 311.00900,   8.13279,   9.37418,   2.32037,  -2.16828,  -2.75100, 322.49200, 323.16900, 326.19500, 311.07200,   8.02169,   9.89893,   2.42722, 270.00000,  -0.20460,   0.25395,9999.99000
 3187,07/07/2018 11:32:46,91,   0.39974,   0.00229,   0.00093, 310.81400, 310.68400,   0.00300, 305.93000, 302.11500,   0.00100,   0.00100,   0.00200,  24.32236,  12.07582,   8.04273,   4.99544,   3.28043,   2.47987,  -4.67486,   2.50180, 312.34600,   1.75131,   2.49632,1011.49000, 297.19200,  89.87100, 289.06000,  -2.28898,  -3.44400, 323.06900, 323.13800, 326.03000, 310.90100,   8.13186,   9.39322,   2.32347,  -1.91966,  -2.05300, 322.52200, 323.17200, 326.23600, 311.03100,   8.02060,   9.89952,   2.42756, 270.00000,  -0.20460,   0.25395,9999.99000
 3209,07/07/2018 11:37:42,91,   0.37687,   0.00178,   0.00094, 310.77500, 310.64200,   0.02500, 305.89900, 302.13600,   0.00000,   0.00200,   0.00100,  24.32178,  12.07564,   8.04293,   4.99485,   3.28043,   2.47988,  -4.67472,   2.50180, 312.31700,   1.75150,   2.49639,1011.51000, 297.16100,  88.46400, 288.49000,  -1.81724,  -1.73900, 323.03100, 323.13000, 325.97800, 310.92200,   8.13262,   9.37418,   2.32154,  -2.30829,  -3.64500, 322.46500, 323.08300, 326.15700, 310.98200,   8.02035,   9.90346,   2.42932, 270.00000,  -0.19402,   0.25395,9999.99000
 3231,07/07/2018 11:42:35,91,   0.39207,   0.00224,   0.00083, 310.72100, 310.62500,   0.00800, 305.84500, 302.04800,   0.00100,   0.00200,   0.00100,  24.32502,  12.07560,   8.04370,   4.99541,   3.28076,   2.47994,  -4.67393,   2.50194, 312.30400,   1.75169,   2.49658,1011.52000, 297.16100,  89.53500, 288.24000,  -2.07299,  -3.80900, 323.03100, 323.14600, 326.01200, 310.77800,   8.13052,   9.37493,   2.34386,  -2.07667,  -1.03000, 322.47900, 323.15300, 326.20600, 310.94700,   8.02228,   9.90137,   2.43058, 270.00000,  -0.18345,   0.25395,9999.99000
 3253,07/07/2018 11:47:29,91,   0.35807,   0.00236,   0.00072, 310.65800, 310.56300,   0.00300, 305.80700, 301.98700,   0.00300,   0.00200,   0.00100,  24.31923,  12.07592,   8.04241,   4.99521,   3.28038,   2.47986,  -4.67434,   2.50182, 312.21300,   1.75184,   2.49636,1011.57000, 297.13400,  90.39800, 288.61000,  -2.74287,  -5.10200, 323.04800, 323.14600, 326.05000, 310.77600,   8.13262,   9.37602,   2.31794,  -2.16281,  -2.97100, 322.52700, 323.15500, 326.21100, 310.90900,   8.01985,   9.90086,   2.42941, 270.00000,  -0.16230,   0.27510,9999.99000
 3275,07/07/2018 11:52:24,91,   0.35636,   0.00212,   0.00098, 310.60700, 310.51400,   0.00200, 305.80200, 301.99600,   0.00200,   0.00000,   0.00100,  24.32088,  12.07559,   8.04230,   4.99465,   3.28041,   2.47984,  -4.67468,   2.50174, 312.17500,   1.75140,   2.49639,1011.50000, 297.05200,  91.90200, 288.51000,  -2.41829,  -4.04100, 323.03900, 323.10200, 326.02000, 310.86200,   8.13203,   9.37409,   2.32423,  -1.80126,  -2.11100, 322.56000, 323.17400, 326.22200, 310.86800,   8.01993,   9.90019,   2.42983, 270.00000,  -0.22575,   0.26453,9999.99000
 3297,07/07/2018 11:57:19,91,   0.37581,   0.00163,   0.00081, 310.59600, 310.50500,   0.00200, 305.78500, 301.97800,   0.00100,   0.00100,   0.00200,  24.32359,  12.07605,   8.04389,   4.99503,   3.28083,   2.47996,  -4.67317,   2.50199, 312.17900,   1.75262,   2.49662,1011.66000, 296.99300,  90.08500, 288.49000,  -2.86469,  -5.64400, 323.10500, 323.18400, 326.01700, 310.69600,   8.13161,   9.37451,   2.32104,  -2.26536,  -3.40600, 322.46200, 323.13900, 326.20800, 310.88200,   8.02194,   9.90204,   2.43704, 270.00000,  -0.16230,   0.27510,9999.99000
 3319,07/07/2018 12:02:13,91,   0.37941,   0.00217,   0.00088, 310.53200, 310.42000,   0.00100, 305.69300, 301.91200,   0.00100,   0.00100,   0.00100,  24.32233,  12.07475,   8.04301,   4.99436,   3.28044,   2.47974,  -4.67444,   2.50172, 312.09300,   1.75248,   2.49640,1011.66000, 296.93900,  89.49600, 288.46000,  -2.15074,  -2.73500, 323.02500, 323.10500, 326.00300, 310.71000,   8.13136,   9.37585,   2.31919,  -1.81393,  -1.63200, 322.48200, 323.15900, 326.22400, 310.83000,   8.02069,   9.90028,   2.43914, 270.00000,  -0.21517,   0.26453,9999.99000
 3341,07/07/2018 12:07:08,91,   0.38810,   0.00192,   0.00061, 310.47400, 310.38300,   0.01900, 305.65700, 301.82700,   0.00400,   0.00500,   0.00600,  24.32162,  12.07525,   8.04297,   4.99508,   3.28052,   2.47980,  -4.67473,   2.50174, 312.03800,   1.75253,   2.49644,1011.66000, 296.91100,  89.53500, 289.17000,  -2.70312,  -4.94700, 323.06400, 323.18000, 325.98900, 310.75700,   8.13329,   9.37535,   2.34470,  -1.84851,  -1.97100, 322.55200, 323.14800, 326.25200, 310.79400,   8.02110,   9.89927,   2.43067, 270.00000,  -0.19402,   0.27510,9999.99000
 3363,07/07/2018 12:12:04,91,   0.39858,   0.00214,   0.00057, 310.43500, 310.34800,   0.00400, 305.64100, 301.83100,   0.00100,   0.00200,   0.00000,  24.32412,  12.07528,   8.04315,   4.99482,   3.28057,   2.47974,  -4.67406,   2.50183, 312.00300,   1.75254,   2.49650,1011.66000, 296.88400,  88.91700, 288.83000,  -2.32614,  -3.43700, 323.06100, 323.15400, 325.98200, 310.67500,   8.13086,   9.39230,   2.31819,  -1.69208,  -1.96700, 322.46800, 323.13900, 326.20200, 310.75100,   8.02127,   9.90103,   2.43075, 270.00000,  -0.18345,   0.27510,9999.99000
 3385,07/07/2018 12:16:58,91,   0.36528,   0.00217,   0.00069, 310.38200, 310.29600,   0.00000, 305.62900, 301.87100,   0.00000,   0.00000,   0.00000,  24.32181,  12.07523,   8.04237,   4.99514,   3.28038,   2.47964,  -4.67494,   2.50173, 311.94900,   1.75301,   2.49648,1011.73000, 296.88400,  90.26900, 288.75000,  -2.60232,  -4.64800, 323.07200, 323.14200, 326.03900, 310.62500,   8.13061,   9.37434,   2.25141,  -1.87904,  -1.49600, 322.51100, 323.14800, 326.22900, 310.72200,   8.01968,   9.89734,   2.42706, 270.00000,  -0.19402,   0.27510,9999.99000
 3407,07/07/2018 12:21:56,91,   0.37045,   0.00224,   0.00085, 310.37100, 310.25100,   0.00400, 305.61000, 301.80700,   0.00300,   0.00500,   0.00300,  24.32193,  12.07607,   8.04272,   4.99495,   3.28028,   2.47991,  -4.67418,   2.50184, 311.92500,   1.75410,   2.49631,1011.92000, 296.82500,  90.35900, 288.24000,  -2.21065,  -2.92700, 323.08500, 323.17800, 326.00800, 310.64800,   8.13170,   9.37418,   2.41877,  -1.89892,  -1.92900, 322.41500, 323.13200, 326.24100, 310.72100,   8.01943,   9.90036,   2.42924, 270.00000,  -0.19402,   0.25395,9999.99000
 3429,07/07/2018 12:26:50,91,   0.39797,   0.00202,   0.00067, 310.31600, 310.23200,   0.00000, 305.56200, 301.76100,   0.00000,   0.00000,   0.00000,  24.32412,  12.07479,   8.04264,   4.99439,   3.28054,   2.47961,  -4.67537,   2.50170, 311.90900,   1.75375,   2.49641,1011.87000, 296.84100,  90.51100, 288.13000,  -2.03699,  -2.27300, 323.01000, 323.18400, 326.00400, 310.59600,   8.13061,   9.37409,   2.31911,  -1.96144,  -2.11600, 322.45900, 323.12000, 326.19400, 310.72100,   8.02161,   9.90011,   2.43117, 270.00000,  -0.19402,   0.28568,9999.99000
 3451,07/07/2018 12:31:45,91,   0.37677,   0.00201,   0.00111, 310.28700, 310.20100,   0.00600, 305.53200, 301.67200,   0.00400,   0.00900,   0.01800,  24.32285,  12.07564,   8.04291,   4.99457,   3.28052,   2.47983,  -4.67449,   2.50184, 311.86800,   1.75464,   2.49641,1011.94000, 296.74300,  90.91000, 288.14000,  -2.50700,  -4.37100, 323.05500, 323.17300, 326.03800, 310.53000,   8.13237,   9.37225,   2.32540,  -1.48062,  -0.97600, 322.45200, 323.11300, 326.20600, 310.63900,   8.02018,   9.91622,   2.42966, 270.00000,  -0.16230,   0.28568,9999.99000
 3473,07/07/2018 12:36:38,91,   0.35984,   0.00140,   0.00056, 310.25900, 310.15500,   0.00300, 305.51100, 301.63500,   0.00200,   0.00100,   0.00700,  24.31928,  12.07578,   8.04235,   4.99462,   3.28036,   2.47978,  -4.67353,   2.50179, 311.82800,   1.75446,   2.49635,1011.97000, 296.77100,  91.64400, 287.53000,  -2.52917,  -4.25000, 323.03300, 323.13800, 326.02200, 310.49800,   8.13304,   9.37443,   2.34520,  -2.21178,  -3.14300, 322.49000, 323.15600, 326.24900, 310.62300,   8.02069,   9.90153,   2.43478, 270.00000,  -0.19402,   0.28568,9999.99000
 3495,07/07/2018 12:41:34,91,   0.37593,   0.00169,   0.00085, 310.22200, 310.13200,   0.00500, 305.46800, 301.46100,   0.00300,   0.00200,   0.00400,  24.32379,  12.07537,   8.04319,   4.99496,   3.28054,   2.47976,  -4.67317,   2.50187, 311.84400,   1.75424,   2.49651,1011.92000, 296.74300,  92.55800, 287.92000,  -2.26767,  -3.13200, 323.08000, 323.17000, 326.04600, 310.54200,   8.13203,   9.37476,   2.32440,  -2.17807,  -2.97800, 322.45900, 323.10600, 326.21000, 310.59400,   8.02094,   9.89910,   2.43276, 270.00000,  -0.19402,   0.25395,9999.99000
 3517,07/07/2018 12:46:29,91,   0.38191,   0.00205,   0.00086, 310.21100, 310.08700,   0.00500, 305.43700, 301.54700,   0.00400,   0.00400,   0.00200,  24.32112,  12.07585,   8.04267,   4.99505,   3.28038,   2.47991,  -4.67463,   2.50184, 311.80700,   1.75448,   2.49632,1011.97000, 296.71600,  94.32000, 287.50000,  -2.56028,  -4.54700, 323.05500, 323.12700, 326.00600, 310.50800,   8.13421,   9.37308,   2.32331,  -1.45239,  -0.84900, 322.42100, 323.12500, 326.25700, 310.60400,   8.02043,   9.89918,   2.43704, 270.00000,  -0.16230,   0.25395,9999.99000
 3539,07/07/2018 12:51:25,91,   0.41332,   0.00225,   0.00082, 310.19400, 310.08900,   0.00200, 305.45500, 301.65700,   0.00300,   0.00100,   0.00100,  24.32620,  12.07546,   8.04343,   4.99462,   3.28061,   2.47986,  -4.67427,   2.50190, 311.86100,   1.75437,   2.49653,1011.98000, 296.57500,  93.93700, 287.63000,  -2.99227,  -6.10600, 323.04700, 323.12400, 326.02000, 310.54100,   8.13220,   9.37602,   2.32372,  -2.02309,  -2.40000, 322.44600, 323.11500, 326.26500, 310.53700,   8.02010,   9.89952,   2.41481, 270.00000,  -0.18345,   0.29625,9999.99000
 3561,07/07/2018 12:56:20,91,   0.37297,   0.00146,   0.00061, 310.17300, 310.08200,   0.00500, 305.47700, 301.66200,   0.00500,   0.00200,   0.00200,  24.32240,  12.07527,   8.04336,   4.99459,   3.28063,   2.47980,  -4.67421,   2.50185, 311.85400,   1.75401,   2.49647,1011.88000, 296.58700,  95.85500, 287.83000,  -2.60722,  -4.82200, 323.05500, 323.17600, 326.03600, 310.62500,   8.13186,   9.37267,   2.33362,  -2.13832,  -2.99100, 322.49800, 323.13400, 326.21400, 310.57400,   8.01993,   9.90011,   2.43260, 270.00000,  -0.16230,   0.27510,9999.99000
 3583,07/07/2018 13:01:16,91,   0.39825,   0.00164,   0.00119, 310.17600, 310.05200,   0.00100, 305.45900, 301.67700,   0.00200,   0.00100,   0.00100,  24.32242,  12.07555,   8.04244,   4.99529,   3.28028,   2.47987,  -4.67430,   2.50174, 311.83000,   1.75368,   2.49624,1011.86000, 296.56000,  98.98000, 288.11000,  -2.61557,  -4.58500, 323.04000, 323.13200, 326.01500, 310.61700,   8.13111,   9.37334,   2.32431,  -1.56964,  -1.11300, 322.50800, 323.14200, 326.22500, 310.61500,   8.02219,   9.89927,   2.43436, 270.00000,  -0.22575,   0.26453,9999.99000
 3605,07/07/2018 13:06:09,91,   0.37490,   0.00163,   0.00110, 310.17300, 310.06700,   0.00300, 305.48500, 301.67200,   0.00200,   0.00100,   0.00500,  24.32258,  12.07507,   8.04292,   4.99508,   3.28048,   2.47981,  -4.67467,   2.50182, 311.86100,   1.75389,   2.49641,1011.87000, 296.56000,  98.89000, 288.01000,  -2.05513,  -2.27500, 323.05500, 323.14300, 326.02800, 310.63700,   8.13321,   9.37334,   2.24655,  -0.24330,   0.10200, 322.50900, 323.17000, 326.21400, 310.61800,   8.02010,   9.89893,   2.41556, 270.00000,  -0.20460,   0.25395,9999.99000
 3627,07/07/2018 13:11:05,91,   0.39267,   0.00193,   0.00088, 310.19000, 310.06900,   0.00400, 305.44700, 301.56400,   0.00100,   0.00500,   0.00100,  24.32406,  12.07522,   8.04308,   4.99511,   3.28051,   2.47984,  -4.67419,   2.50180, 311.88000,   1.75307,   2.49632,1011.76000, 296.48900,  98.30000, 286.79000,  -2.54127,  -4.37800, 323.06400, 323.14300, 325.98900, 310.49000,   8.13170,   9.37468,   2.32666,  -2.10231,  -2.76800, 322.45200, 323.17000, 326.23000, 310.62300,   8.02018,   9.91748,   2.43016, 270.00000,  -0.19402,   0.26453,9999.99000
 3649,07/07/2018 13:15:59,91,   0.37763,   0.00181,   0.00090, 310.19400, 310.07400,   0.00200, 305.41500, 301.53600,   0.00000,   0.00200,   0.00100,  24.32590,  12.07554,   8.04308,   4.99531,   3.28063,   2.47986,  -4.67368,   2.50186, 311.86800,   1.75305,   2.49643,1011.74000, 296.43500,  98.24600, 287.95000,  -2.16457,  -3.08500, 323.05500, 323.17800, 326.01900, 310.53600,   8.13212,   9.37426,   2.33002,  -2.52176,  -4.33600, 322.46400, 323.13600, 326.18900, 310.61500,   8.02119,   9.89977,   2.43184, 270.00000,  -0.18345,   0.27510,9999.99000
 3671,07/07/2018 13:20:55,91,   0.37902,   0.00099,   0.00066, 310.14700, 310.02900,   0.00100, 305.31100, 301.38800,   0.00500,   0.01800,   0.02900,  24.32102,  12.07505,   8.04261,   4.99443,   3.28031,   2.47984,  -4.67528,   2.50174, 311.77000,   1.75346,   2.49627,1011.82000, 296.43500,  97.82400, 286.39000,  -2.12051,  -2.40200, 323.04700, 323.15400, 326.01400, 310.45100,   8.13237,   9.37401,   2.31869,  -2.06284,  -2.54200, 322.45700, 323.18000, 326.21800, 310.51400,   8.01892,   9.91555,   2.43083, 270.00000,  -0.16230,   0.27510,9999.99000
 3693,07/07/2018 13:25:49,91,   0.36359,   0.00233,   0.00079, 310.10200, 309.99200,   0.00300, 305.26400, 301.43000,   0.00300,   0.00200,   0.00300,  24.32261,  12.07590,   8.04272,   4.99503,   3.28026,   2.47987,  -4.67417,   2.50183, 311.69000,   1.75369,   2.49633,1011.85000, 296.37600,  96.70300, 282.57000,  -2.75093,  -5.00700, 323.06900, 323.16100, 326.00300, 310.38100,   8.13245,   9.37585,   2.33388,  -1.51404,  -0.96700, 322.49500, 323.14800, 326.22900, 310.42000,   8.02052,   9.91622,   2.42983, 270.00000,  -0.16230,   0.25395,9999.99000
 3715,07/07/2018 13:30:45,91,   0.38265,   0.00145,   0.00091, 310.05500, 309.94500,   0.00600, 305.23700, 301.36700,   0.00500,   0.00300,   0.00100,  24.32426,  12.07515,   8.04328,   4.99463,   3.28054,   2.47990,  -4.67434,   2.50185, 311.63300,   1.75376,   2.49644,1011.86000, 296.41900,  94.57800, 279.29000,  -2.58764,  -6.39100, 323.02800, 323.19200, 326.03300, 310.39500,   8.13119,   9.37451,   2.25099,  -1.96575,  -2.18900, 322.49400, 323.15600, 326.22700, 310.39500,   8.02077,   9.89969,   2.43016, 270.00000,  -0.20460,   0.28568,9999.99000
 3737,07/07/2018 13:35:40,91,   0.37887,   0.00232,   0.00081, 310.00600, 309.88300,   0.00500, 305.17100, 301.22700,   0.00800,   0.00600,   0.00600,  24.32456,  12.07570,   8.04256,   4.99507,   3.28031,   2.47989,  -4.67377,   2.50175, 311.56100,   1.75415,   2.49626,1011.93000, 296.34900,  94.08900, 275.10000,  -2.53148,  -4.02600, 323.04000, 323.15900, 326.00900, 310.33100,   8.13161,   9.37493,   2.32372,  -2.09568,  -2.59000, 322.47100, 323.14500, 326.20500, 310.36000,   8.02152,   9.89960,   2.42916, 270.00000,  -0.19402,   0.26453,9999.99000
 3759,07/07/2018 13:40:35,91,   0.37568,   0.00122,   0.00098, 309.95000, 309.83200,   0.00100, 305.18800, 301.36900,   0.00000,   0.00000,   0.00100,  24.31933,  12.07495,   8.04194,   4.99432,   3.28004,   2.47968,  -4.67634,   2.50159, 311.52300,   1.75487,   2.49607,1012.06000, 296.27800,  95.33900, 282.92000,  -2.70341,  -5.01000, 323.02600, 323.17000, 326.02800, 310.30100,   8.13262,   9.37065,   2.32440,  -2.18499,  -2.87200, 322.41000, 323.11000, 326.19700, 310.37000,   8.01993,   9.89969,   2.43125, 270.00000,  -0.19402,   0.24338,9999.99000
 3781,07/07/2018 13:45:30,91,   0.38431,   0.00114,   0.00067, 309.96500, 309.84400,   0.00100, 305.21200, 301.41800,   0.00300,   0.00100,   0.00100,  24.32231,  12.07567,   8.04293,   4.99485,   3.28047,   2.47991,  -4.67389,   2.50184, 311.57100,   1.75534,   2.49637,1012.10000, 296.32100,  91.74600, 283.67000,  -2.72818,  -5.00100, 323.04200, 323.13500, 326.06100, 310.37300,   8.13094,   9.37434,   2.32960,  -1.82921,  -1.99400, 322.51700, 323.17500, 326.22500, 310.38700,   8.02371,   9.89927,   2.42639, 270.00000,  -0.18345,   0.28568,9999.99000
 3803,07/07/2018 13:50:24,91,   0.38123,   0.00221,   0.00065, 309.95600, 309.85200,   0.00600, 305.19500, 301.32600,   0.01300,   0.00600,   0.00500,  24.32502,  12.07708,   8.04360,   4.99516,   3.28068,   2.48014,  -4.67327,   2.50202, 311.55500,   1.75520,   2.49656,1012.05000, 296.34900,  91.09300, 285.97000,  -2.75669,  -5.19200, 323.04500, 323.16200, 325.99500, 310.36700,   8.13295,   9.37359,   2.33908,  -2.34027,  -3.59100, 322.48400, 323.15000, 326.28500, 310.35700,   8.02085,   9.89977,   2.46901, 270.00000,  -0.17287,   0.27510,9999.99000
 3825,07/07/2018 13:55:18,91,   0.35784,   0.00235,   0.00085, 309.89900, 309.81100,   0.00400, 305.17400, 301.35300,   0.00000,   0.00000,   0.00300,  24.32248,  12.07591,   8.04251,   4.99524,   3.28033,   2.47980,  -4.67498,   2.50181, 311.51600,   1.75526,   2.49641,1012.08000, 296.32100,  92.05800, 287.11000,  -2.06118,  -2.30700, 323.02500, 323.12600, 325.99500, 310.29100,   8.13270,   9.37292,   2.32658,  -2.06025,  -2.74700, 322.48600, 323.20200, 326.21000, 310.37900,   8.01985,   9.90011,   2.42983, 270.00000,  -0.18345,   0.25395,9999.99000
 3847,07/07/2018 14:00:12,91,   0.39797,   0.00222,   0.00061, 309.87000, 309.78500,   0.00000, 305.16900, 301.40900,   0.00000,   0.00000,   0.00000,  24.32410,  12.07520,   8.04296,   4.99422,   3.28055,   2.47969,  -4.67536,   2.50179, 311.51000,   1.75481,   2.49645,1012.01000, 296.31000,  92.26100, 287.74000,  -2.62565,  -4.47300, 323.09100, 323.15700, 326.02700, 310.22300,   8.13144,   9.37426,   2.33052,  -2.38780,  -3.59900, 322.51100, 323.15300, 326.18400, 310.33000,   8.02136,   9.89977,   2.43260, 270.00000,  -0.19402,   0.26453,9999.99000
 3869,07/07/2018 14:05:07,91,   0.38905,   0.00186,   0.00110, 309.86500, 309.74500,   0.00200, 305.16800, 301.42600,   0.00100,   0.00100,   0.00100,  24.32240,  12.07475,   8.04198,   4.99425,   3.28008,   2.47975,  -4.67555,   2.50164, 311.48600,   1.75464,   2.49613,1012.01000, 296.33700,  91.82400, 287.87000,  -3.08904,  -6.37700, 323.04000, 323.12600, 326.05300, 310.28200,   8.13203,   9.37552,   2.33337,  -1.91765,  -1.93100, 322.46800, 323.13700, 326.18000, 310.38400,   8.02127,   9.89910,   2.43150, 270.00000,  -0.19402,   0.28568,9999.99000
